"municipio","low_cost","mean(precio_gasoleo_a, na.rm = TRUE)","mean(precio_gasolina_95_e5_premium, na.rm = TRUE)","max(precio_gasoleo_a, na.rm = TRUE)","max(precio_gasolina_95_e5_premium, na.rm = TRUE)","min(precio_gasoleo_a, na.rm = TRUE)","min(precio_gasolina_95_e5_premium, na.rm = TRUE)"
"Palencia",FALSE,1.33585714285714,NA,1.399,-Inf,1.249,Inf
"Palencia",TRUE,1.40188888888889,1.5915,1.419,1.624,1.385,1.559
"Palenciana",TRUE,1.29,NA,1.29,-Inf,1.29,Inf
"Pallejà",TRUE,1.41633333333333,1.623,1.419,1.623,1.415,1.623
"Palma de Cervelló (La)",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Palma de Gandía",TRUE,1.359,NA,1.359,-Inf,1.359,Inf
"Palma de Mallorca",FALSE,1.3955,NA,1.449,-Inf,1.319,Inf
"Palma de Mallorca",TRUE,1.434,1.63916666666667,1.459,1.679,1.369,1.609
"Palma del Condado (La)",FALSE,1.389,NA,1.389,-Inf,1.389,Inf
"Palma del Condado (La)",TRUE,1.389,1.569,1.389,1.569,1.389,1.569
"Palma del Río",FALSE,1.279,NA,1.295,-Inf,1.263,Inf
"Palma del Río",TRUE,1.3874,1.561,1.415,1.563,1.339,1.559
"Palmas de Gran Canaria (Las)",FALSE,1.09428571428571,NA,1.124,-Inf,0.977,Inf
"Palmas de Gran Canaria (Las)",TRUE,1.09472727272727,1.229,1.115,1.229,1.084,1.229
"Palol de Revardit",FALSE,1.289,NA,1.289,-Inf,1.289,Inf
"Palol de Revardit",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Palomares del Campo",FALSE,1.211,NA,1.211,-Inf,1.211,Inf
"Palomares del Río",FALSE,1.323,NA,1.347,-Inf,1.299,Inf
"Palomares del Río",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Palomero",FALSE,1.28,NA,1.28,-Inf,1.28,Inf
"Palos de la Frontera",FALSE,1.31125,NA,1.389,-Inf,1.248,Inf
"Palos de la Frontera",TRUE,1.381,NA,1.389,-Inf,1.365,Inf
"Pamplona/Iruña",FALSE,1.33725,NA,1.429,-Inf,1.255,Inf
"Pamplona/Iruña",TRUE,1.4074,1.603,1.429,1.603,1.389,1.603
"Pancrudo",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Pantoja",TRUE,1.449,NA,1.449,-Inf,1.449,Inf
"Pantón",FALSE,1.399,NA,1.399,-Inf,1.399,Inf
"Papiol (El)",FALSE,1.449,NA,1.449,-Inf,1.449,Inf
"Paracuellos de Jarama",TRUE,1.46233333333333,NA,1.469,-Inf,1.449,Inf
"Paradas",FALSE,1.2965,NA,1.305,-Inf,1.288,Inf
"Paradas",TRUE,1.379,NA,1.399,-Inf,1.339,Inf
"Paradela",FALSE,1.36,NA,1.36,-Inf,1.36,Inf
"Paradela",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Páramo del Sil",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Parauta",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
"Pardilla",TRUE,1.399,1.614,1.399,1.614,1.399,1.614
"Paredes de Nava",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Paredes de Nava",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Parets del Vallès",FALSE,1.2775,NA,1.369,-Inf,1.186,Inf
"Parets del Vallès",TRUE,1.429,NA,1.449,-Inf,1.409,Inf
"Parla",FALSE,1.30042857142857,NA,1.318,-Inf,1.285,Inf
"Parla",TRUE,1.4165,NA,1.439,-Inf,1.409,Inf
"Pasarón de la Vera",FALSE,1.249,NA,1.249,-Inf,1.249,Inf
"Paso (El)",FALSE,1.204,NA,1.204,-Inf,1.204,Inf
"Paso (El)",TRUE,1.204,NA,1.204,-Inf,1.204,Inf
"Pastoriza (A)",FALSE,1.309,NA,1.309,-Inf,1.309,Inf
"Pastoriza (A)",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Pastrana",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
"Paterna",FALSE,1.28335714285714,NA,1.389,-Inf,1.2,Inf
"Paterna",TRUE,1.379,1.579,1.389,1.579,1.359,1.579
"Paterna de Rivera",TRUE,1.409,1.619,1.409,1.619,1.409,1.619
"Paterna del Campo",FALSE,1.30966666666667,NA,1.389,-Inf,1.27,Inf
"Pau",TRUE,1.359,NA,1.359,-Inf,1.359,Inf
"Paymogo",FALSE,1.339,NA,1.339,-Inf,1.339,Inf
"Pazos de Borbén",FALSE,1.409,NA,1.409,-Inf,1.409,Inf
"Peal de Becerro",FALSE,1.218,NA,1.218,-Inf,1.218,Inf
"Peal de Becerro",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Pedernoso (El)",FALSE,1.27,NA,1.27,-Inf,1.27,Inf
"Pedernoso (El)",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Pedrafita do Cebreiro",TRUE,1.415,NA,1.415,-Inf,1.415,Inf
"Pedraja de Portillo (La)",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Pedrajas de San Esteban",FALSE,1.296,NA,1.296,-Inf,1.296,Inf
"Pedralba",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Pedreguer",FALSE,1.349,NA,1.349,-Inf,1.349,Inf
"Pedreguer",TRUE,1.419,NA,1.439,-Inf,1.399,Inf
"Pedrera",FALSE,1.25,NA,1.25,-Inf,1.25,Inf
"Pedrera",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Pedret i Marzà",FALSE,1.359,NA,1.359,-Inf,1.359,Inf
"Pedro Abad",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Pedro Bernardo",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Pedro Muñoz",FALSE,1.3195,NA,1.349,-Inf,1.29,Inf
"Pedro Muñoz",TRUE,1.394,1.529,1.399,1.529,1.389,1.529
"Pedroche",FALSE,1.278,NA,1.278,-Inf,1.278,Inf
"Pedrola",FALSE,1.36175,NA,1.41,-Inf,1.319,Inf
"Pedrola",TRUE,1.38233333333333,NA,1.389,-Inf,1.379,Inf
"Pedroñeras (Las)",FALSE,1.286,NA,1.319,-Inf,1.253,Inf
"Pedroñeras (Las)",TRUE,1.405,1.578,1.405,1.578,1.405,1.578
"Pedrosa del Rey",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Pedrosillo el Ralo",TRUE,1.395,1.569,1.395,1.569,1.395,1.569
"Pedroso (El)",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Pegalajar",FALSE,1.34,NA,1.34,-Inf,1.34,Inf
"Pego",FALSE,1.32533333333333,NA,1.339,-Inf,1.308,Inf
"Pego",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Pelayos de la Presa",FALSE,1.445,NA,1.445,-Inf,1.445,Inf
"Peligros",FALSE,1.27433333333333,NA,1.299,-Inf,1.255,Inf
"Peligros",TRUE,1.37766666666667,NA,1.385,-Inf,1.369,Inf
"Penagos",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Peñafiel",FALSE,1.309,NA,1.339,-Inf,1.279,Inf
"Peñafiel",TRUE,1.37,NA,1.375,-Inf,1.365,Inf
"Peñaflor",FALSE,1.349,NA,1.349,-Inf,1.349,Inf
"Peñaflor",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Peñalba",FALSE,1.202,NA,1.202,-Inf,1.202,Inf
"Peñalba",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Peñalsordo",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Peñamellera Baja",TRUE,1.359,NA,1.359,-Inf,1.359,Inf
"Peñaranda de Bracamonte",FALSE,1.2655,NA,1.267,-Inf,1.264,Inf
"Peñarroya-Pueblonuevo",FALSE,1.298,NA,1.319,-Inf,1.277,Inf
"Peñarroya-Pueblonuevo",TRUE,1.354,NA,1.379,-Inf,1.329,Inf
"Peñarroya de Tastavins",FALSE,1.204,NA,1.204,-Inf,1.204,Inf
"Peñas de San Pedro",FALSE,1.349,NA,1.349,-Inf,1.349,Inf
"Peñíscola",FALSE,1.1985,NA,1.203,-Inf,1.194,Inf
"Peñíscola",TRUE,1.375,NA,1.375,-Inf,1.375,Inf
"Pepino",FALSE,1.409,NA,1.409,-Inf,1.409,Inf
"Pepino",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Pera (La)",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Perafort",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Peral (El)",FALSE,1.2,NA,1.2,-Inf,1.2,Inf
"Peraleda de la Mata",TRUE,1.41233333333333,NA,1.429,-Inf,1.389,Inf
"Perales de Tajuña",FALSE,1.419,NA,1.419,-Inf,1.419,Inf
"Perales de Tajuña",TRUE,1.432,1.608,1.439,1.608,1.425,1.608
"Perales del Alfambra",FALSE,1.239,NA,1.239,-Inf,1.239,Inf
"Perales del Alfambra",TRUE,1.339,NA,1.339,-Inf,1.339,Inf
"Perales del Puerto",FALSE,1.339,NA,1.339,-Inf,1.339,Inf
"Peralta",FALSE,1.313,NA,1.343,-Inf,1.283,Inf
"Peraltilla",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Perdiguera",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Perdiguera",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Pereiro de Aguiar (O)",FALSE,1.282,NA,1.289,-Inf,1.275,Inf
"Pereiro de Aguiar (O)",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Perelló (El)",FALSE,1.249,NA,1.249,-Inf,1.249,Inf
"Pereruela",FALSE,1.329,NA,1.329,-Inf,1.329,Inf
"Periana",FALSE,1.26,NA,1.27,-Inf,1.25,Inf
"Peroxa (A)",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
"Petra",TRUE,1.439,1.669,1.439,1.669,1.439,1.669
"Petrer",FALSE,1.319,NA,1.369,-Inf,1.299,Inf
"Petrer",TRUE,1.37566666666667,1.578,1.389,1.578,1.349,1.578
"Pétrola",FALSE,1.349,NA,1.349,-Inf,1.349,Inf
"Peza (La)",FALSE,1.298,NA,1.298,-Inf,1.298,Inf
"Pezuela de las Torres",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Picanya",FALSE,1.3335,NA,1.369,-Inf,1.298,Inf
"Picanya",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Picassent",FALSE,1.32675,NA,1.389,-Inf,1.289,Inf
"Picassent",TRUE,1.404,NA,1.409,-Inf,1.399,Inf
"Piedrabuena",FALSE,1.289,NA,1.289,-Inf,1.289,Inf
"Piedrabuena",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Piedrahíta",TRUE,1.414,NA,1.419,-Inf,1.409,Inf
"Piélagos",FALSE,1.368,NA,1.368,-Inf,1.368,Inf
"Piélagos",TRUE,1.342,1.588,1.409,1.588,1.275,1.588
"Piera",FALSE,1.244,NA,1.259,-Inf,1.229,Inf
"Pilar de la Horadada",FALSE,1.3215,NA,1.329,-Inf,1.309,Inf
"Pilar de la Horadada",TRUE,1.389,1.578,1.389,1.578,1.389,1.578
"Pilas",FALSE,1.3442,NA,1.395,-Inf,1.289,Inf
"Pilas",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Piloña",FALSE,1.409,NA,1.409,-Inf,1.409,Inf
"Piloña",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Pina de Ebro",FALSE,1.281,NA,1.281,-Inf,1.281,Inf
"Pina de Ebro",TRUE,1.42233333333333,NA,1.449,-Inf,1.369,Inf
"Pineda de Mar",FALSE,1.30566666666667,NA,1.309,-Inf,1.299,Inf
"Pineda de Mar",TRUE,1.365,NA,1.365,-Inf,1.365,Inf
"Pino (O)",TRUE,1.3835,NA,1.398,-Inf,1.369,Inf
"Pinofranqueado",FALSE,1.359,NA,1.359,-Inf,1.359,Inf
"Pinós",FALSE,1.26,NA,1.26,-Inf,1.26,Inf
"Pinos Puente",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Pinos Puente",TRUE,1.364,NA,1.379,-Inf,1.349,Inf
"Pinoso",FALSE,1.309,NA,1.309,-Inf,1.309,Inf
"Pinoso",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Pinseque",FALSE,1.2995,NA,1.319,-Inf,1.28,Inf
"Pinseque",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Pinto",FALSE,1.3928,NA,1.429,-Inf,1.298,Inf
"Pinto",TRUE,1.41166666666667,1.582,1.429,1.585,1.369,1.579
"Píñar",FALSE,1.254,NA,1.254,-Inf,1.254,Inf
"Piñor",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Piornal",FALSE,1.292,NA,1.292,-Inf,1.292,Inf
"Pioz",TRUE,1.375,NA,1.375,-Inf,1.375,Inf
"Pizarra",FALSE,1.36266666666667,NA,1.419,-Inf,1.334,Inf
"Pla de Santa Maria (El)",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Planes d'Hostoles (Les)",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
"Plans de Sió (Els)",FALSE,1.189,NA,1.189,-Inf,1.189,Inf
"Plasencia",FALSE,1.387,NA,1.399,-Inf,1.365,Inf
"Plasencia",TRUE,1.394,NA,1.429,-Inf,1.319,Inf
"Plentzia",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Pliego",FALSE,1.223,NA,1.223,-Inf,1.223,Inf
"Pobla (Sa)",FALSE,1.354,NA,1.354,-Inf,1.354,Inf
"Pobla (Sa)",TRUE,1.447,1.634,1.449,1.634,1.445,1.634
"Pobla de Claramunt (La)",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Pobla de Farnals (la)",FALSE,1.339,NA,1.339,-Inf,1.339,Inf
"Pobla de Farnals (la)",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Pobla de Lillet (La)",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Pobla de Mafumet (La)",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Pobla de Massaluca (La)",FALSE,1.35,NA,1.35,-Inf,1.35,Inf
"Pobla de Segur (La)",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Pobla de Vallbona (la)",FALSE,1.26014285714286,NA,1.279,-Inf,1.237,Inf
"Pobla de Vallbona (la)",TRUE,1.379,1.578,1.379,1.578,1.379,1.578
"Pobla del Duc (la)",TRUE,1.365,NA,1.365,-Inf,1.365,Inf
"Pobla Llarga (la)",FALSE,1.254,NA,1.254,-Inf,1.254,Inf
"Pobla Tornesa (la)",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Pobo (El)",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Pobra de Trives (A)",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Pobra do Brollón (A)",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Pobra do Caramiñal (A)",FALSE,1.409,NA,1.409,-Inf,1.409,Inf
"Pobra do Caramiñal (A)",TRUE,1.404,NA,1.409,-Inf,1.399,Inf
"Poio",TRUE,1.39533333333333,NA,1.429,-Inf,1.348,Inf
"Pol",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Pola de Gordón (La)",FALSE,1.429,NA,1.429,-Inf,1.429,Inf
"Polán",FALSE,1.2595,NA,1.279,-Inf,1.24,Inf
"Polanco",FALSE,1.399,NA,1.399,-Inf,1.399,Inf
"Polinyà",FALSE,1.359,NA,1.359,-Inf,1.359,Inf
"Polinyà de Xúquer",TRUE,1.378,NA,1.378,-Inf,1.378,Inf
"Pollença",FALSE,1.36933333333333,NA,1.429,-Inf,1.309,Inf
"Pollença",TRUE,1.4215,NA,1.439,-Inf,1.404,Inf
"Ponferrada",FALSE,1.317,NA,1.409,-Inf,1.249,Inf
"Ponferrada",TRUE,1.41918181818182,1.592,1.435,1.628,1.409,1.559
"Pont de Molins",FALSE,1.359,NA,1.359,-Inf,1.359,Inf
"Pont de Suert (El)",TRUE,1.375,1.574,1.375,1.574,1.375,1.574
"Pont de Vilomara i Rocafort (El)",FALSE,1.309,NA,1.309,-Inf,1.309,Inf
"Pont de Vilomara i Rocafort (El)",TRUE,NA,NA,-Inf,-Inf,Inf,Inf
"Ponte Caldelas",FALSE,1.334,NA,1.349,-Inf,1.319,Inf
"Ponte Caldelas",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Ponteareas",FALSE,1.3885,NA,1.408,-Inf,1.369,Inf
"Ponteareas",TRUE,1.42566666666667,NA,1.439,-Inf,1.399,Inf
"Ponteceso",FALSE,1.389,NA,1.389,-Inf,1.389,Inf
"Ponteceso",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Pontecesures",FALSE,1.329,NA,1.329,-Inf,1.329,Inf
"Pontecesures",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Pontedeume",FALSE,1.26633333333333,NA,1.269,-Inf,1.265,Inf
"Pontenova (A)",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Pontes de García Rodríguez (As)",FALSE,1.315,NA,1.315,-Inf,1.315,Inf
"Pontes de García Rodríguez (As)",TRUE,1.417,NA,1.419,-Inf,1.415,Inf
"Pontevedra",FALSE,1.341,NA,1.399,-Inf,1.289,Inf
"Pontevedra",TRUE,1.407,1.575,1.425,1.575,1.399,1.575
"Ponts",FALSE,1.2895,NA,1.389,-Inf,1.19,Inf
"Porcuna",TRUE,1.444,NA,1.449,-Inf,1.439,Inf
"Porreres",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Porriño (O)",FALSE,1.302,NA,1.379,-Inf,1.265,Inf
"Porriño (O)",TRUE,1.4115,NA,1.429,-Inf,1.389,Inf
"Port de la Selva (El)",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Portas",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Portbou",TRUE,1.387,NA,1.395,-Inf,1.379,Inf
"Portellada (La)",FALSE,1.2,NA,1.2,-Inf,1.2,Inf
"Portillo",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Portillo de Toledo",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Porto do Son",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Portomarín",FALSE,1.371,NA,1.371,-Inf,1.371,Inf
"Portugalete",FALSE,1.357,NA,1.357,-Inf,1.357,Inf
"Portugalete",TRUE,1.429,1.609,1.429,1.609,1.429,1.609
"Porzuna",FALSE,1.339,NA,1.339,-Inf,1.339,Inf
"Porzuna",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Posadas",FALSE,1.319,NA,1.339,-Inf,1.279,Inf
"Poveda de la Sierra",FALSE,1.409,NA,1.409,-Inf,1.409,Inf
"Pozo-Lorente",FALSE,1.279,NA,1.279,-Inf,1.279,Inf
"Pozo Alcón",TRUE,1.354,NA,1.359,-Inf,1.349,Inf
"Pozo Cañada",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
"Pozo de Guadalajara",TRUE,1.385,NA,1.385,-Inf,1.385,Inf
"Pozoamargo",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Pozoblanco",FALSE,1.272,NA,1.349,-Inf,1.16,Inf
"Pozoblanco",TRUE,1.412,1.539,1.425,1.539,1.399,1.539
"Pozohondo",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Pozorrubielos de la Mancha",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Pozuelo",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Pozuelo de Alarcón",FALSE,1.42566666666667,NA,1.429,-Inf,1.419,Inf
"Pozuelo de Alarcón",TRUE,1.42866666666667,NA,1.449,-Inf,1.389,Inf
"Pozuelo de Aragón",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Pozuelo de Calatrava",TRUE,1.359,NA,1.359,-Inf,1.359,Inf
"Pozuelo de Zarzón",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Pradales",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Pradejón",FALSE,1.268,NA,1.268,-Inf,1.268,Inf
"Pradejón",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Prádena",TRUE,1.388,NA,1.388,-Inf,1.388,Inf
"Prades",FALSE,1.399,NA,1.399,-Inf,1.399,Inf
"Prado del Rey",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Prat de Llobregat (El)",FALSE,1.371125,1.659,1.449,1.659,1.299,1.659
"Prat de Llobregat (El)",TRUE,1.42233333333333,1.6445,1.429,1.665,1.419,1.624
"Prats de Lluçanès",FALSE,1.359,NA,1.359,-Inf,1.359,Inf
"Prats i Sansor",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Pravia",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Premià de Mar",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Preses (Les)",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
"Priego",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Priego de Córdoba",FALSE,1.30816666666667,NA,1.365,-Inf,1.249,Inf
"Priego de Córdoba",TRUE,1.3545,1.563,1.385,1.563,1.299,1.563
"Proaza",FALSE,1.3,NA,1.3,-Inf,1.3,Inf
"Provencio (El)",FALSE,1.3155,NA,1.409,-Inf,1.222,Inf
"Provencio (El)",TRUE,1.447,NA,1.489,-Inf,1.405,Inf
"Pruna",FALSE,1.285,NA,1.285,-Inf,1.285,Inf
"Pruna",TRUE,1.353,NA,1.353,-Inf,1.353,Inf
"Puçol",FALSE,1.3588,NA,1.385,-Inf,1.335,Inf
"Puçol",TRUE,1.379,1.578,1.379,1.578,1.379,1.578
"Puebla de Alcocer",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Puebla de Alfindén (La)",TRUE,1.399,1.589,1.409,1.589,1.379,1.589
"Puebla de Almenara",FALSE,1.26,NA,1.26,-Inf,1.26,Inf
"Puebla de Almoradiel (La)",FALSE,1.309,1.548,1.408,1.548,1.21,1.548
"Puebla de Arganzón (La)",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Puebla de Cazalla (La)",FALSE,1.294,NA,1.294,-Inf,1.294,Inf
"Puebla de Cazalla (La)",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Puebla de Don Fadrique",TRUE,1.359,NA,1.359,-Inf,1.359,Inf
"Puebla de Don Rodrigo",FALSE,1.289,NA,1.289,-Inf,1.289,Inf
"Puebla de Don Rodrigo",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Puebla de Guzmán",FALSE,1.339,NA,1.339,-Inf,1.339,Inf
"Puebla de Híjar (La)",FALSE,1.11,NA,1.11,-Inf,1.11,Inf
"Puebla de Híjar (La)",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Puebla de la Calzada",FALSE,1.257,NA,1.257,-Inf,1.257,Inf
"Puebla de la Calzada",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Puebla de Lillo",FALSE,1.435,NA,1.435,-Inf,1.435,Inf
"Puebla de los Infantes (La)",FALSE,1.389,NA,1.389,-Inf,1.389,Inf
"Puebla de los Infantes (La)",TRUE,1.299,NA,1.299,-Inf,1.299,Inf
"Puebla de Montalbán (La)",FALSE,1.3015,NA,1.337,-Inf,1.266,Inf
"Puebla de Montalbán (La)",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Puebla de Obando",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Puebla de Sancho Pérez",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Puebla de Sancho Pérez",TRUE,1.429,1.569,1.429,1.569,1.429,1.569
"Puebla de Valverde (La)",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Puebla de Valverde (La)",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Puebla del Río (La)",FALSE,1.303,NA,1.379,-Inf,1.245,Inf
"Pueblanueva (La)",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Pueblanueva (La)",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Pueblonuevo del Guadiana",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Pueblonuevo del Guadiana",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Puente de Domingo Flórez",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Puente de Génave",FALSE,1.25,NA,1.25,-Inf,1.25,Inf
"Puente de Génave",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Puente Genil",FALSE,1.2157,NA,1.349,-Inf,1.137,Inf
"Puente Genil",TRUE,1.34425,NA,1.389,-Inf,1.27,Inf
"Puente la Reina de Jaca",TRUE,1.359,NA,1.359,-Inf,1.359,Inf
"Puente la Reina/Gares",FALSE,1.333,NA,1.333,-Inf,1.333,Inf
"Puente Viesgo",FALSE,1.355,NA,1.355,-Inf,1.355,Inf
"Puerta de Segura (La)",FALSE,1.315,NA,1.315,-Inf,1.315,Inf
"Puerta de Segura (La)",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Puerto de Béjar",TRUE,1.398,NA,1.398,-Inf,1.398,Inf
"Puerto de la Cruz",FALSE,1.0886,NA,1.109,-Inf,1.059,Inf
"Puerto de la Cruz",TRUE,1.1085,NA,1.109,-Inf,1.108,Inf
"Puerto de Santa María (El)",FALSE,1.28411764705882,1.459,1.359,1.459,1.185,1.459
"Puerto de Santa María (El)",TRUE,1.33042857142857,1.60566666666667,1.389,1.619,1.199,1.599
"Puerto del Rosario",FALSE,1.14122222222222,NA,1.149,-Inf,1.126,Inf
"Puerto del Rosario",TRUE,1.15525,NA,1.169,-Inf,1.139,Inf
"Puerto Lápice",TRUE,1.399,NA,1.409,-Inf,1.379,Inf
"Puerto Lumbreras",FALSE,1.2485,NA,1.289,-Inf,1.227,Inf
"Puerto Lumbreras",TRUE,1.3805,1.553,1.389,1.553,1.375,1.553
"Puerto Real",FALSE,1.31833333333333,NA,1.359,-Inf,1.298,Inf
"Puerto Real",TRUE,1.3665,1.569,1.379,1.569,1.359,1.569
"Puerto Serrano",FALSE,1.298,NA,1.298,-Inf,1.298,Inf
"Puertollano",FALSE,1.324,NA,1.369,-Inf,1.299,Inf
"Puertollano",TRUE,1.417,1.549,1.419,1.549,1.409,1.549
"Puig",FALSE,1.31866666666667,NA,1.369,-Inf,1.259,Inf
"Puig",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Puig-reig",FALSE,1.281,NA,1.281,-Inf,1.281,Inf
"Puigcerdà",FALSE,1.314,NA,1.329,-Inf,1.299,Inf
"Puigcerdà",TRUE,1.422,NA,1.449,-Inf,1.395,Inf
"Pulgar",FALSE,1.203,NA,1.203,-Inf,1.203,Inf
"Pulgar",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Pulianas",FALSE,1.33166666666667,NA,1.389,-Inf,1.247,Inf
"Pulianas",TRUE,1.354,NA,1.354,-Inf,1.354,Inf
"Pulpí",FALSE,1.34233333333333,NA,1.359,-Inf,1.319,Inf
"Punta Umbría",FALSE,1.32,NA,1.32,-Inf,1.32,Inf
"Punta Umbría",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Puntagorda",TRUE,1.155,NA,1.155,-Inf,1.155,Inf
"Puntallana",FALSE,1.199,NA,1.199,-Inf,1.199,Inf
"Purchena",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Purullena",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Quart",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Quart de Poblet",FALSE,1.36116666666667,NA,1.385,-Inf,1.266,Inf
"Quart de Poblet",TRUE,1.36566666666667,1.534,1.399,1.534,1.324,1.534
